220296
595
[(174, 7, 0), (151, 8, 1), (99, 28, 1), (154, 23, 1), (194, 20, 0), (192, 7, 1), (117, 18, 3), (103, 10, 2), (109, 22, 2), (137, 16, 2), (144, 21, 2), (141, 9, 0), (122, 20, 3), (130, 14, 2), (182, 27, 3), (133, 25, 3), (162, 28, 2), (119, 14, 3), (171, 18, 0), (101, 26, 1)]
[(174, 7, 0), (151, 8, 1), (99, 28, 1), (154, 23, 1), (194, 20, 0), (192, 7, 1), (117, 18, 3), (103, 10, 2), (109, 22, 2), (137, 16, 2), (144, 21, 2), (141, 9, 0), (122, 20, 3), (130, 14, 2), (185, 28, 3), (133, 25, 3), (162, 28, 2), (123, 17, 2), (171, 18, 0), (101, 26, 1)]
[(174, 7, 0), (151, 8, 1), (102, 25, 1), (154, 23, 1), (194, 20, 0), (192, 7, 1), (117, 18, 3), (103, 10, 2), (106, 18, 0), (137, 16, 2), (144, 21, 2), (141, 9, 0), (122, 20, 3), (134, 12, 3), (182, 27, 3), (133, 25, 3), (162, 28, 2), (119, 14, 3), (171, 18, 0), (101, 26, 1)]
[(174, 7, 0), (151, 8, 1), (99, 28, 1), (154, 23, 1), (194, 20, 0), (192, 7, 1), (117, 18, 3), (103, 10, 2), (109, 22, 2), (137, 16, 2), (144, 21, 2), (141, 9, 0), (122, 20, 3), (130, 14, 2), (182, 27, 3), (133, 25, 3), (162, 28, 2), (123, 17, 2), (171, 18, 0), (101, 26, 1)]
[(174, 7, 0), (151, 8, 1), (99, 28, 1), (154, 23, 1), (194, 20, 0), (192, 7, 1), (117, 18, 3), (103, 10, 2), (109, 22, 2), (137, 16, 2), (144, 21, 2), (141, 9, 0), (122, 20, 3), (130, 14, 2), (182, 27, 3), (138, 24, 0), (162, 28, 2), (123, 17, 2), (171, 18, 0), (101, 26, 1)]
[(174, 7, 0), (151, 8, 1), (99, 28, 1), (154, 23, 1), (194, 20, 0), (192, 7, 1), (117, 18, 3), (103, 10, 2), (109, 22, 2), (137, 16, 2), (144, 21, 2), (141, 9, 0), (122, 20, 3), (130, 14, 2), (185, 28, 3), (133, 25, 3), (162, 28, 2), (123, 17, 2), (171, 18, 0), (101, 26, 1)]
[(174, 7, 0), (150, 8, 1), (99, 28, 1), (154, 23, 1), (194, 20, 0), (192, 7, 1), (117, 18, 3), (103, 10, 2), (109, 22, 2), (137, 16, 2), (144, 21, 2), (141, 9, 0), (122, 20, 3), (130, 14, 2), (185, 28, 3), (133, 25, 3), (162, 28, 2), (123, 17, 2), (171, 18, 0), (101, 26, 1)]
[(174, 7, 0), (151, 8, 1), (99, 28, 1), (154, 23, 1), (194, 20, 0), (192, 7, 1), (117, 18, 3), (103, 10, 2), (109, 22, 2), (137, 16, 2), (144, 21, 2), (141, 9, 0), (122, 20, 3), (130, 14, 2), (185, 28, 3), (133, 25, 3), (162, 28, 2), (123, 17, 2), (171, 18, 0), (101, 26, 1)]
[(174, 7, 0), (151, 8, 1), (99, 28, 1), (154, 23, 1), (194, 20, 0), (192, 7, 1), (117, 18, 3), (103, 10, 2), (106, 18, 0), (137, 16, 2), (144, 21, 2), (141, 9, 0), (122, 20, 3), (130, 14, 2), (182, 27, 3), (133, 25, 3), (161, 25, 2), (123, 17, 2), (171, 18, 0), (101, 26, 1)]
[(171, 7, 3), (148, 7, 1), (99, 28, 1), (154, 23, 1), (181, 22, 0), (183, 8, 0), (117, 18, 3), (103, 10, 2), (109, 22, 2), (137, 16, 2), (144, 21, 2), (141, 9, 0), (122, 20, 3), (130, 14, 2), (182, 27, 3), (133, 25, 3), (162, 28, 2), (123, 17, 2), (171, 18, 0), (101, 26, 1)]
[(174, 7, 0), (151, 8, 1), (99, 28, 1), (154, 23, 1), (194, 20, 0), (192, 7, 1), (117, 18, 3), (103, 10, 2), (106, 18, 0), (137, 16, 2), (144, 21, 2), (141, 9, 0), (122, 20, 3), (130, 14, 2), (182, 27, 3), (133, 25, 3), (162, 28, 2), (123, 17, 2), (171, 18, 0), (101, 26, 1)]
[(174, 7, 0), (151, 8, 1), (99, 28, 1), (154, 23, 1), (194, 20, 0), (192, 7, 1), (117, 18, 3), (103, 10, 2), (106, 18, 0), (137, 16, 2), (144, 21, 2), (141, 9, 0), (122, 20, 3), (130, 14, 2), (182, 27, 3), (133, 25, 3), (162, 28, 2), (123, 17, 2), (171, 18, 0), (101, 26, 1)]
[(174, 7, 0), (151, 8, 1), (99, 28, 1), (154, 23, 1), (194, 20, 0), (192, 7, 1), (117, 18, 3), (103, 10, 2), (109, 22, 2), (137, 16, 2), (144, 21, 2), (141, 9, 0), (122, 20, 3), (130, 14, 2), (182, 27, 3), (133, 25, 3), (162, 28, 2), (123, 17, 2), (171, 18, 0), (101, 26, 1)]
[(174, 7, 0), (151, 8, 1), (99, 28, 1), (154, 23, 1), (194, 20, 0), (192, 7, 1), (117, 18, 3), (103, 10, 2), (109, 22, 2), (137, 16, 2), (144, 21, 2), (141, 9, 0), (122, 20, 3), (130, 14, 2), (182, 27, 3), (133, 25, 3), (162, 28, 2), (123, 17, 2), (169, 18, 0), (101, 26, 1)]
[(174, 7, 0), (151, 8, 1), (99, 28, 1), (154, 23, 1), (194, 20, 0), (192, 7, 1), (117, 18, 3), (103, 10, 2), (109, 22, 2), (137, 16, 2), (144, 21, 2), (141, 9, 0), (122, 20, 3), (130, 14, 2), (182, 27, 3), (133, 25, 3), (162, 28, 2), (123, 17, 2), (171, 18, 0), (101, 26, 1)]
[(174, 7, 0), (151, 8, 1), (99, 28, 1), (154, 23, 1), (194, 20, 0), (192, 7, 1), (117, 18, 3), (103, 10, 2), (106, 18, 0), (137, 16, 2), (144, 21, 2), (141, 9, 0), (122, 20, 3), (130, 14, 2), (182, 27, 3), (133, 25, 3), (167, 26, 2), (123, 17, 2), (171, 18, 0), (101, 26, 1)]
[(174, 7, 0), (151, 8, 1), (99, 28, 1), (154, 23, 1), (194, 20, 0), (192, 7, 1), (117, 18, 3), (103, 10, 2), (109, 22, 2), (137, 16, 2), (144, 21, 2), (141, 9, 0), (122, 20, 3), (130, 14, 2), (182, 27, 3), (133, 25, 3), (162, 28, 2), (123, 17, 2), (171, 18, 0), (101, 26, 1)]
[(174, 7, 0), (151, 8, 1), (99, 28, 1), (154, 23, 1), (194, 20, 0), (192, 7, 1), (117, 18, 3), (103, 10, 2), (109, 22, 2), (137, 16, 2), (144, 21, 2), (141, 9, 0), (122, 20, 3), (130, 14, 2), (182, 27, 3), (133, 25, 3), (162, 28, 2), (123, 17, 2), (171, 18, 0), (101, 26, 1)]
[(174, 7, 0), (151, 8, 1), (102, 25, 1), (154, 23, 1), (194, 20, 0), (192, 7, 1), (117, 18, 3), (103, 10, 2), (106, 18, 0), (137, 16, 2), (144, 21, 2), (141, 9, 0), (122, 20, 3), (130, 14, 2), (182, 27, 3), (133, 25, 3), (162, 28, 2), (123, 17, 2), (171, 18, 0), (101, 26, 1)]
[(174, 7, 0), (151, 8, 1), (99, 28, 1), (154, 23, 1), (194, 20, 0), (192, 7, 1), (117, 18, 3), (103, 10, 2), (109, 22, 2), (137, 16, 2), (144, 21, 2), (141, 9, 0), (122, 20, 3), (130, 14, 2), (182, 27, 3), (133, 25, 3), (162, 28, 2), (123, 17, 2), (171, 18, 0), (101, 26, 1)]
[(174, 7, 0), (151, 8, 1), (99, 28, 1), (154, 23, 1), (194, 20, 0), (192, 7, 1), (117, 18, 3), (103, 10, 2), (109, 22, 2), (137, 16, 2), (144, 21, 2), (141, 9, 0), (122, 20, 3), (130, 14, 2), (182, 27, 3), (133, 25, 3), (162, 28, 2), (123, 17, 2), (171, 18, 0), (101, 26, 1)]
[(174, 7, 0), (151, 8, 1), (99, 28, 1), (154, 23, 1), (194, 20, 0), (192, 7, 1), (117, 18, 3), (103, 10, 2), (109, 22, 2), (137, 16, 2), (144, 21, 2), (140, 16, 0), (122, 20, 3), (130, 14, 2), (182, 27, 3), (133, 25, 3), (162, 28, 2), (123, 17, 2), (171, 18, 0), (101, 26, 1)]
[(174, 7, 0), (151, 8, 1), (99, 28, 1), (154, 23, 1), (194, 20, 0), (192, 7, 1), (117, 18, 3), (103, 10, 2), (109, 22, 2), (137, 16, 2), (144, 21, 2), (141, 9, 0), (122, 20, 3), (130, 14, 2), (182, 27, 3), (133, 25, 3), (162, 28, 2), (123, 17, 2), (171, 18, 0), (101, 26, 1)]
[(174, 7, 0), (151, 8, 1), (99, 28, 1), (154, 23, 1), (194, 20, 0), (192, 7, 1), (117, 18, 3), (103, 10, 2), (109, 22, 2), (137, 16, 2), (144, 21, 2), (141, 9, 0), (122, 20, 3), (130, 14, 2), (182, 27, 3), (133, 25, 3), (162, 28, 2), (123, 17, 2), (171, 18, 0), (101, 26, 1)]
[(174, 7, 0), (151, 8, 1), (99, 28, 1), (154, 23, 1), (194, 20, 0), (192, 7, 1), (117, 18, 3), (103, 10, 2), (109, 22, 2), (137, 16, 2), (144, 21, 2), (141, 9, 0), (122, 20, 3), (130, 14, 2), (182, 27, 3), (133, 25, 3), (162, 28, 2), (123, 17, 2), (171, 18, 0), (101, 26, 1)]
[(174, 7, 0), (151, 8, 1), (99, 28, 1), (154, 23, 1), (194, 20, 0), (192, 7, 1), (117, 18, 3), (103, 10, 2), (106, 18, 0), (137, 16, 2), (144, 21, 2), (141, 9, 0), (122, 20, 3), (130, 14, 2), (182, 27, 3), (133, 25, 3), (162, 28, 2), (123, 17, 2), (171, 18, 0), (101, 26, 1)]
[(171, 7, 3), (151, 8, 1), (99, 28, 1), (154, 23, 1), (181, 22, 0), (183, 8, 0), (117, 18, 3), (103, 10, 2), (109, 22, 2), (137, 16, 2), (144, 21, 2), (141, 9, 0), (122, 20, 3), (130, 14, 2), (182, 27, 3), (133, 25, 3), (162, 28, 2), (123, 17, 2), (171, 18, 0), (101, 26, 1)]
[(174, 7, 0), (151, 8, 1), (99, 28, 1), (154, 23, 1), (194, 20, 0), (192, 7, 1), (117, 18, 3), (103, 10, 2), (106, 18, 0), (137, 16, 2), (144, 21, 2), (141, 9, 0), (122, 20, 3), (132, 17, 2), (182, 27, 3), (133, 25, 3), (162, 28, 2), (123, 17, 2), (171, 18, 0), (101, 26, 1)]
[(174, 7, 0), (151, 8, 1), (99, 28, 1), (154, 23, 1), (194, 20, 0), (192, 7, 1), (117, 18, 3), (103, 10, 2), (106, 18, 0), (137, 16, 2), (144, 21, 2), (141, 9, 0), (122, 20, 3), (132, 17, 2), (182, 27, 3), (133, 25, 3), (162, 28, 2), (123, 17, 2), (171, 18, 0), (101, 26, 1)]
[(174, 7, 0), (151, 8, 1), (99, 28, 1), (154, 23, 1), (194, 20, 0), (192, 7, 1), (117, 18, 3), (103, 10, 2), (109, 22, 2), (137, 16, 2), (144, 21, 2), (141, 9, 0), (122, 20, 3), (130, 14, 2), (182, 27, 3), (133, 25, 3), (162, 28, 2), (123, 17, 2), (171, 18, 0), (101, 26, 1)]
[(174, 7, 0), (151, 8, 1), (99, 28, 1), (154, 23, 1), (194, 20, 0), (192, 7, 1), (117, 18, 3), (103, 10, 2), (106, 18, 0), (137, 16, 2), (144, 21, 2), (141, 9, 0), (122, 20, 3), (130, 14, 2), (182, 27, 3), (133, 25, 3), (162, 28, 2), (123, 17, 2), (171, 18, 0), (101, 26, 1)]
[(174, 7, 0), (156, 17, 0), (99, 28, 1), (154, 23, 1), (194, 20, 0), (192, 7, 1), (117, 18, 3), (103, 10, 2), (109, 22, 2), (137, 16, 2), (144, 21, 2), (141, 9, 0), (122, 20, 3), (130, 14, 2), (182, 27, 3), (133, 25, 3), (162, 28, 2), (123, 17, 2), (171, 18, 0), (101, 26, 1)]
[(174, 7, 0), (151, 8, 1), (99, 28, 1), (154, 23, 1), (194, 20, 0), (192, 7, 1), (117, 18, 3), (103, 10, 2), (109, 22, 2), (137, 16, 2), (144, 21, 2), (141, 9, 0), (122, 20, 3), (130, 14, 2), (182, 27, 3), (133, 25, 3), (162, 28, 2), (123, 17, 2), (171, 18, 0), (101, 26, 1)]
[(174, 7, 0), (151, 8, 1), (99, 28, 1), (154, 23, 1), (194, 20, 0), (192, 7, 1), (117, 18, 3), (103, 10, 2), (109, 22, 2), (137, 16, 2), (144, 21, 2), (141, 9, 0), (122, 20, 3), (130, 14, 2), (185, 28, 3), (133, 25, 3), (162, 28, 2), (123, 17, 2), (171, 18, 0), (101, 26, 1)]
[(174, 7, 0), (151, 8, 1), (99, 28, 1), (154, 23, 1), (194, 20, 0), (192, 7, 1), (117, 18, 3), (103, 10, 2), (109, 22, 2), (137, 16, 2), (144, 21, 2), (141, 9, 0), (122, 20, 3), (130, 14, 2), (185, 28, 3), (133, 25, 3), (162, 28, 2), (123, 17, 2), (171, 18, 0), (101, 26, 1)]
